id,penulis,judul,abstrak_id,abstrak_en,pembimbing_pertama,pembimbing_kedua,prodi
130621100129,Ulul Albabiyatul Husna,KESALAHAN SINTAKSIS PADA KARANGAN NARASI SISWA DAN IMPLIKASINYA TERHADAP PEMBELAJARAN TEKS BAHASA INDONESIA KELAS VII MTSN BANGKALAN,"Ulul Albabiyatul Husna. 2017. Kesalahan Sintaksis pada Karangan Narasi Siswa dan Implikasinya  terhadap Pembelajaran Teks Bahasa Indonesia Kelas VII MTsN Bangkalan. Skripsi, Program Studi Pendidikan Bahasa dan Sastra Indonesia, Fakultas Ilmu Pendidikan, Universitas Trunojoyo Madura. Pembimbing: (1) Khusnul Khotimah, S.S., M.Pd. (2) Ahmad Jami’ul Amil, S.Pd., M.Pd.

ABSTRAK
Abstrak: Penelitian ini bertujuan mendeskripsikan bentuk dan implikasi kesalahan sintaksis yang meliputi: (1) kesalahan frasa pada karangan narasi siswa, (2) kesalahan kalimat pada karangan narasi siswa terhadap pembelajaran teks bahasa Indonesia kelas VII MTsN Bangkalan. Sumber data penelitian ini adalah dokumen berupa karangan narasi siswa yang ditulis setelah melalui proses pembelajaran. Pengumpulan data penelitian ini dilakukan dengan observasi terus terang ketika proses pembelajaran, hingga siswa mampu menulis karangan narasi yang merupakan dokumen dalam penelitian ini. Selain itu, wawancara juga dilakukan dalam penelitian ini guna memperoleh gambaran dan memperjelas informasi. Data dalam penelitian ini adalah kalimat yang mengalami kesalahan sintaksis, serta implikasi kesalahan sintaksis terhadap pembelajaran teks bahasa Indonesia. Pendekatan penelitian ini adalah pendekatan kualitatif dengan metode deskriptif. Proses analisis data dilakukan dengan reduksi data, penyajian data, dan penarikan kesimpulan. Uji keabsahan data penelitian ini menggunakan triangulasi teknik.
Hasil penelitian menunjukkan keseluruhan kesalahan sintaksis dari 30 karangan siswa adalah 380 kesalahan dengan perincian 232 mengalami kesalahan frasa dan 148 mengalami kesalahan kalimat. Bentuk dan implikasi kesalahan frasa terhadap pembelajaran teks bahasa Indonesia adalah adanya kesalahan pengaruh bahasa daerah, penggunaan preposisi yang tidak tepat, kesalahan susunan kata, penggunaan unsur berlebihan atau mubazir, penggunaan bentuk superlatif yang berlebihan, dan penjamakan yang ganda. Sedangkan bentuk dan implikasi kesalahan bidang kalimat, yaitu: kalimat yang tidak bersubjek, kalimat buntung, antara predikat dan objek yang tersisipi, kalimat tidak logis, penghilangan konjungsi, penggunaan konjungsi berlebihan, urutan kalimat yang tidak pararel, penggunaan istilah asing, dan penggunaan kata tanya yang tidak perlu. Adanya kesalahan-kesalahan dalam karangan siswa, mengharuskan perhatian untuk menyediakan bahan ajar baru, menghargai karya siswa, mengutamakan berbahasa Indonesia, membudayakan mengajar dengan bahasa Indonesia, dan mendidik siswa mengenal sintaksis sederhana.

Kata Kunci: kesalahan sintaksis, karangan narasi, pembelajaran teks","Ulul Albabiyatul Husna. 2017. Syntax Error in Student Narration Essay and Effect Againts Indonesian Text Education Process in Seventh Grade of Islami Junior High School Bangkalan. Thesis. Indonesian Literature and Language Education Program, Faculty of Knowledge Education, University of Trunojoyo Madura. Adviser: (1) Khusnul Khotimah, S.S., M.Pd. (2) Ahmad Jami’ul Amil, S.Pd., M.Pd.

ABSTRACT
Abstract: This research aim is to describe the mistaken dan effect syntacsis form which includes: (1) phrase errors in student narrative text, (2) sentence errors in student narrative text to Indonesian text education process at seventh grade in Bangkalan Islamic Junior High School. The source of this research data is a student form document narratives that has been written after the learning process. The data collection of this research is done by observe when the learning process is occuring, until the student is able to write essay as the document in this research. In addition, interviews were also conducted in this study in order to obtain an overview to get the clear information. The data in this study are sentences that have syntactic errors, as well as the implications of syntax error on learning Indonesian text. Qualitative approach is use in this research with descriptive method. The data analysis process is done by reduction, presentation, and conclusion. To check the validity on this research, researcher use triangulation technique.
The results show the total number of syntacsis errors from 30 student essays is 380 errors with details from 232 of phrase errors and 148 of sentence errors. The phrase error and implication to Indonesian text education is caused by the influence of local languages, wrong in using prepositions, wrong sentence, much sentence element usage, much of superlative forms usage, and doubling the plural. Then the cause of the sentence errors and implication are: the sentence is don’t have subject, stump sentence, an insert between predicate and the object element, non logical sentence, conjunction element remove, much of conjunctions usage, the non parallel order of sentences, use of foreign terms, and usage of unneeded question word. The presence of errors in the student’s narrative essays, indicates that there should be an attention to news interesting teaching materials, appreciate the work of students, prioritize Indonesian language, to develop the teaching method using Indonesian language, and educating students to know the basic syntax.

Keywords: syntax error, narrative essay, learning text","Khusnul Khotimah, S.S., M.Pd.","Ahmad Jami’ul Amil, S.Pd., M.Pd.",Pendidikan Bhs Dan Sastra Indonesia
130631100004,Nurrohmat Hidayatullah Akbar,Pengembangan Game Edukasi 2 Dimensi Untuk Materi Struktur Dasar Algoritma Pemrograman Pada SMK Kelas X,"Materi struktur dasar algoritma pemrograman merupakan materi yang membahas tentang alur logika penyelesaian masalah. Maka untuk mempelajari materi struktur dasar algoritma pemrograman, siswa dituntut untuk memiliki kemampuan berfikir logis yang baik. Penelitian ini bertujuan untuk mengembangkan media pembelajaran tentang Struktur Dasar Algoritma Pemrograman yang berupa Game Edukasi Berbasis Android untuk membantu siswa dalam memahami Materi Struktur Dasar Algoritma Pemrograman Mata Pelajaran Pemrograman Dasar. Penelitian ini menggunakan metode penelitian pengembangan dengan mengikuti model pengembangan ADDIE (Analysis, Design, Development,  Implementation, Evaluation). Dalam penelitian ini dilakukan 5 tahap uji coba untuk memperoleh nilai efektivitas, efisiensi, dan daya tarik produk. Pertama uji coba ahli isi/materi, kedua uji coba ahli rancangan media, ketiga uji coba perorangan, keempat uji coba kelompok kecil, kelima uji coba kelompok besar. Hasil penelitian menunjukkan bahwa nilai yang diperoleh game edukasi dari: 1) Ahli Materi mendapatkan nilai 98,33% dengan kualifikasi“sangat tinggi”, 2) Ahli Rancangan Media diperoleh nilai 90,00% dengan kualifikasi “sangat tinggi”, 3) uji coba siswa perorangan diperoleh nilai 94,67% dengan kualifikasi “sangat tinggi”, 4) uji coba siswa kelompok kecil diperoleh nilai 88,00% dengan kualifikasi “tinggi”, 5) uji coba siswa kelompok besar diperoleh nilai 88,58% dengan kualifikasi “tinggi”. Dengan demikian game edukasi yang dikembangkan ini memiliki nilai efektifitas, efisiensi, dan daya tarik yang tinggi sebagai media pembelajaran Struktur Dasar Algoritma Pemrograman.","The basic structure of the programming algorithm is the material that discusses the logical flow of problem solving. So to learn the basic structure of the programming algorithm, students are required to have good logical thinking ability. The aims of this research are for developing learning media about basic structure of programming algorithm Which is an Android based Educational Game to assist students in understanding the Basic Structure Programming Algorithm of Basic Programming Subject. This research uses development research method by following the ADDIE Model Development (Analysis, Design, Development,  Implementation, Evaluation). In this research, there are 5 stages of testing to obtain the effectiveness, efficiency, and attractiveness of the product. The first is a content / material expert test,  second is a learning media design expert test, third is one to one testing, fourth is small group testing, fifth is large group testing (field testing). The results of research showed that the value obtained from educational games, from: 1) The Content/Material Expert scores 98.33% with ""very high"" qualifications, 2) Media Design Expert obtained value 90.00% with ""very high"" qualification, 3) One to one student test was obtained 94.67% with ""very high"" qualification, 4) Small group student test was obtained 88.00% with ""high"" qualification, 5) Large group student test was obtained 88.58% with ""high"" qualification. Thus this educational game developed has the high value of effectiveness, efficiency, and attractiveness as a learning media of Basic Structure of Programming Algorithm.","Arik Kurniawati, S.Kom. M.T.","Puji Rahayu Ningsih, S.Pd., M.Pd.",Pendidikan Informatika
130631100020,TAUFIKUR RAHMAN,PENGARUH MEDIA PEMBELAJARAN E-LEARNING BERBASIS MOODLE TERHADAP HASIL BELAJAR SISWA PADA MATERI JAVASCRIPT KELAS X TKJ SMK NEGERI 1 LABANG,"Penelitian ini bertujuan untuk mengetahui pengaruh media pembelajaran e-learning
berbasis moodle terhadap hasil belajar siswa pada materi javascript. Penelitian yang 
dilaksanakan pada bulan April 2017 ini menggunakan metode  quasi experiment
dengan desain  pretest dan  posttest. Pengambilan data sampel dilakukan 
mengggunakan teknik purposive sampling. Sampel penelitian ini berjumlah 37 siswa 
untuk kelas eksperimen dan 37 siswa untuk kelas kontrol. Pengambilan data 
menggunakan instrumen tes berupa pilihan ganda, analisis data menggunakan uji-t. 
Hasil penelitian yang diperoleh yaitu  = 4,125 >  = 2,021 dengan 
yang berarti Ho ditolak dan Ha diterima, artinya terdapat pengaruh media 
pembelajaran e-learning berbasis moodle  terhadap hasil belajar siswa pada materi 
javascript kelas X TKJ di SMK Negeri 1 Labang. Rata-rata hasil akhir belajar siswa 
mengalami peningkatan yaitu pretest kelas eksperimen 32.9 dan posttest kelas 
eksperimen 81, sedangkam pretest kelas kontrol yaitu 31,7 dan posttest kelas kontrol 
yaitu  73,5. Untuk uji kelayakan diperoleh hasil rata-rata yaitu 82.5  dengan 
kesimpulan media e-learning berbasis moodle layak digunakan sebagai penelitian. 
Sedangkan untuk angket respon siswa terhadap  e-learning memperoleh respon 
sangat baik dengan nilai rata-rata 88.75.","This study aims to determine the effect of learning media based on moodle e-learning 
on student learning outcomes on javascript material. Research conducted in April 
2017 is using quasi experiment method with pretest and posttest design. Sampling 
data was taken using purposive sampling technique. The sample of this study were 
37 students for the experimental class and 37 students for the control class. Data 
collection using multiple Choice test instrument, data analysis using t test. The result 
of this research is t 4.125 t-tabel 2.021 with a count of 5% which means Ho is rejected 
and Ha accepted, it means there is influence of learning media based on moodle e-
learning on student learning result in javascript material class X TKJ in SMK Negeri 
1 Labang.The average of the students final learning outcomes has been improved, 
pretest experimental class 32.9 and posttest experimental class 81. Pretest control 
class 31,7 so that the control class posttest 73,5 for feasibility test obtained the 
average result is 82.5 with the conclusion of moodle-based-learning media is feasible 
to be used as research. As for the questionnaire of student responses to e-learning 
obtained a very good response with an average value of 88.75.","MEDIKA RISNASARI, S.ST.,M.T.","MUCHAMAD ARIF, S.PD.,M.PD.",Pendidikan Informatika
130631100008,Yuliana Wardani,PROFIL BERPIKIR KRITIS SISWA KELAS X TKJ DITINJAU DARI KEMAMPUAN AWAL SISWA MATERI STRUKTUR KONTROL PERCABANGAN DI SMKN 3 BANGKALAN,"Abstrak
Penelitian ini bertujuan untuk mengetahui profil berpikir kritis siswa kelas X TKJ ditinjau dari kemampuan awal siswa materi struktur kontrol percabangan di SMKN 3 Bangkalan. Penelitian ini menggunakan jenis penelitian deskriptif kualitatif. Penelitian menemukan bahwa : (1) siswa kemampuan awal tinggi dapat memahami maksud soal yang diberikan dengan baik, dapat membuat alasan yang relevan maupun kesimpulan yang beralasan, menggunakan semua informasi yang dimiliki dan dapat menjelaskan istilah yang dituliskan, serta melakukan overview setelah selesai mengerjakan; (2) siswa dengan kemampuan awal sedang kurang  dapat memahami maksud soal yang diberikan, sehingga dalam memberikan alasan juga tidak relevan, belum dapat membuat kesimpulan dan kurang dapat menggunakan informasi maupun menjelaskan istilah yang telah dituliskan dengan baik, serta tidak melakukan overview. 3) siswa dengan kemampuan awal rendah masih belum dapat memahami soal yang diberikan sehingga tidak memberikan alasan dan kesimpulan. Tidak menggunakan semua informasi, tidak menjelaskan istilah yang dituliskan dan tidak melakukan overview.

Kata-kata Kunci :  berpikir kritis, kemampuan awal, struktur kontrol percabangan","Abstract
This research aims to know the profile of critical thinking the students of class X TKJ based on the early skill of the students of the branching control structure at SMKN 3 Bangkalan. This research uses qualitative descriptive research. The researcher finds that : (1) the students of early high skill can understand the meaning of the questions which are given well, make the relevant reason as well as be reasoned conclusion use all the informations which are had and can explain the terms which are written, also do the overview after finish it; (2) the students with early skill is still less good in understanding the meaning of the question hich is given, so when they give the reason also not relevant, they can not make the conclusion and also use the information as well as explain the terms which have written well yet,  and also not do the overview. 3) the students with early low skill still can not understand the question which is given yet so they can not give the reason and conclusion. Not use all the informations, not explain the terms which are written and not do the overview.

Key words : critical thinking, the early skill, the branching control structure","Puji Rahayu Ningsih,S.Pd.,M.Pd","Sigit Dwi Saputo, S.Pd.,M.Pd",Pendidikan Informatika
130631100072,Cholilah,Pengembangan Media Pembelajaran Sistem Bilangan menggunakan Augmented Reality Berbasis Android untuk SMK,"Pada Mata Pelajaran Sistem Komputer, siswa harus memahami materi Sistem Bilangan. Materi tersebut merupakan kompetensi wajib yang harus dimiliki oleh Jurusan Teknik Komputer dan Jaringan maupun Rekayasa Perangkat Lunak. Saat ini hampir semua kalangan menggunakan smartphone android sebagai alat komunikasi dan transfer informasi. Bahkan peserta didik pada tingkat SMK (Sekolah Menengah Kejuruan) ataupun sederajat sudah memiliki smartphone android, tetapi siswa kurang memanfaatkan dengan baik adanya smartphone android tersebut. Siswa sering menggunakan smartphone android di dalam kelas. Maka dari itu lebih baiknya terdapat media pembelajaran yang digunakan dengan memanfaatkan smartphone android. Penelitian ini menciptakan media pembelajaran menggunakan Augmented Reality berbasis android pada materi Sistem Bilangan dengan menggunakan single marker. Penelitian ini menggunakan model Kemp and Dayton dengan lima langkah perencanaan dan produksi media pembelajaran, yaitu: (1) preliminary planning, (2) the kinds of media, (3) designing the media, (4) producing the media, (5) using and evaluating media. Penelitian berdasarkan uji coba para ahli, yaitu saat validasi produk pada ahli materi, nilai rata-rata prosentase menghasilkan 81,42% dengan kualifikasi “Tinggi”, hal ini membuktikan bahwa isi materi pada media Sisbil AR sesuai dengan tujuan pembelajaran dan hasil penelitian saat validasi produk pada ahli media, nilai rata-rata prosentase menghasilkan 98,33% dengan kualifikasi “Sangat Tinggi”, hal ini membuktikan bahwa media Sisbil AR dapat membantu dalam pembelajaran. Sedangkan uji coba produk pada siswa atau perorangan, nilai rata-rata prosentase menghasilkan 91,99% dengan kualifikasi “Sangat Tinggi”, uji coba produk pada siswa kelompok kecil, nilai rata-rata prosentase menghasilkan 90,23% dengan kualifikasi “Sangat Tinggi” dan uji coba produk pada siswa kelompok besar, nilai rata-rata prosentase menghasilkan 91,8% dengan kualifikasi “Sangat Tinggi”, hal ini membuktikan bahwa media Sisbil AR dapat meningkatkan daya tarik dan pemahaman siswa. Berdasarkan hasil penelitian pengembang menyarankan bahwa: (1) guru dapat menciptakan media pembelajaran dengan menggunakan Augmented Reality berbasis android pada materi lainnya, (2) siswa sebaiknya memahami dengan benar cara konversi bilangan agar siswa dapat menyelesaikan latihan soal dengan benar, dan (3) untuk pengembang selanjutnya agar dapat menciptakan Augmented Reality dengan menggunakan multiple marker.
Kata-kata Kunci: Media Pembelajaran, Augmented Reality, Sisbil AR, Marker.","In Computer Systems Subjects, students must comprehend the material of Numbers System. It is a compulsory competence that must be owned by either the Department of Computer Engineering and Networking or Software Engineering. At this time, almost all of people use smartphone android as a communication tools and information transfer. Moreover, the students in Vocational High School and the other equivalent students have smartphone android, but they can not use it well. They often use a smartphone android in the classroom. Therefore, it is better if there is a learning media that is used by utilizing smartphone android. This research creates a learning media that uses Augmented Reality that is based on android in the Numbers System by using single marker. This research uses kemp and dayton model. There are five steps of the planning and the production of learning media, that are: (1) preliminary planning, (2) the kinds of media, (3) designing the media, (4) producing the media, (5) using and evaluating media. The research is based on the experts trials, where the product validation of the experts have average percentage score that produce 81,42% by “High” qualification. It proved that the content of the material in the media Sisbil AR is appropriate with the aim of learning and the result of the research that have 98,33% average percentage score by “Very High” qualification. It proved that Sisbil AR media can help in learning. While the average percentage score of student’s or personal’s product trial produces 91,99% by the “very high”qualification, the trials of small group reach 90,23% by the “Very High” qualification and the trials of large group reach 91,8% by the “Very High” qualification. It proved that Sisbil AR media can improve the attractiveness of students and the comprehension of students. According to the results of research, the writer advices that: (1) the teachers can create a learning media by using Augmented Reality that is based on android to the other materials, (2) the students should comprehend well the way of numeral conversion, so that they can finish the exercises clearly, and (3) for the next development, students can create Augmented Reality by using multiple markers.
Keywords: Learning Media, Augmented Reality, Sisbil AR Media, Marker.","Arik Kurniawati, S.kom., MT.","Wanda Ramansyah, S.Pd., M.Pd",Pendidikan Informatika
130631100123,Deny Prasetyo,PENGEMBANGAN GAME EDUKASI 3D STRUKTUR ALGORITMA PEMROGRAMAN MENGGUNAKAN UNITY BERBASIS ANDROID SEBAGAI MEDIA PEMBELAJARAN PEMROGRAMAN DASAR DI SMK BAHRUL ULUM SURABAYA,"Mata pelajaran pemrograman dasar merupakan salah satu mata pelajaran yang ada pada Jurusan Rekayasa Perangkat Lunak. Dalam Mata pelajaran pemrograman dasar terdapat materi struktur algoritma pemrograman. Akan tetapi berdasarkan observasi yang telah dilakukan terdapat beberapa masalah yaitu (1) masih kurang dan terbatasnya media yang digunakan guru dalam penerapan materi struktur algoritma pemrograman, sehingga siswa kurang termotivasi untuk belajar algoritma pemrograman, (2) selain itu siswa kurang tertarik untuk belajar algoritma pemrograman dikarenakan dalam penyampaian materi guru selalu menggunakan metode ceramah  pada saat mengajar, dan (3) siswa tidak bisa mengembangkan lebih lanjut materi yang disampaikan oleh guru di kelas dikarenakan kurangnya media komputer atau laptop yang dimiliki oleh siswa. Berdasarkan masalah tersebut peneliti menawarkan sebuah solusi yaitu dengan membuat sebuah media pembelajaran berbentuk rancang blok. Penelitian ini bertujuan untuk mengetahui kualitas dan respon siswa terhadap game edukasi struktur algoritma pemrograman menggunakan unity berbasis android sebagai media pembelajaran pemrograman dasar di SMK Bahrul Ulum Surabaya. Penelitian ini menggunakan metode penelitian dan pengembangan dengan menggunakan model pengembangan ADDIE, dimana langkah-langkah dalam pengembangan ini harus melalui 5 tahapan, yaitu menentukan analisa (analyze), perancangan desain (design), pengembangan (development), implementasi (inplementation), dan evaluasi (evaluation).  Hasil penelitian menunjukkan bahwa : (1) Rata-rata yang didapatkan dari seluruh uji adalah 88% dan termasuk di kualifikasi “tinggi tidak perlu revisi”.","Basic subjects that exist in the Department of Software Engineering. Course programming. Based on the observations that have been done there are several things, namely (1) the lack of and limited media used by teachers in the application of algorithmic structure materials, so that students are less motivated to learn algorithm programming, (2) besides the students are less interested to learn algorithm programming team In the process of delivering the material the teacher always uses the lecture method at the time of teaching, and (3) the student can not further develop the material submitted by the teacher in the class causing the lack of computer media or laptop owned by the student. Based on the problem the researchers offer a solution by creating a learning medium. The purpose of this study was to know the quality and respond toward 3D education game algorithm structure programming by using unity android basis as learning process media of basic programming for student in SMK Bahrul Ulum Surabaya.  This study used research and developing method. Research model used ADDIE model with its five steps as follow: (1) Analyze, (2) Design, (3) Development, (4) Impementation, (5) Evaluation. The results of research showed that : (1) The average obtained from all tests was 80% and included in the “high qualification does not need revision”","Arik Kurniawati, S. Kom., M. T.","Sigit Dwi Saputro, S.Pd., M. Pd.",Pendidikan Informatika
130641100122,Rika Dyanita Sari,PENGARUH PEMBELAJARAN IPA MODEL GUIDED DISCOVERY LEARNING TERHADAP HASIL BELAJAR SISWA,"Penelitian ini bertujuan untuk mengetahui pengaruh pembelajaran IPA menggunakan model Guided Discovery Learning terhadap hasil belajar siswa. Penelitian ini menggunakan quasi eksperimen dengan nonequivalent control group design yang dilaksanakan di SMP Negeri 6 Bangkalan. Teknik sampling menggunakan purposive sampling dengan siswa pada VIII B sebagai kelas eksperimen dan siswa pada VIII C sebagai kelas kontrol. Teknik analisis data pada penelitian ini menggunakan uji t sampel bebas. Hasil pada penelitian ini menunjukkan bahwa: (1) Terdapat pengaruh dari model pembelajaran Guided Discovery Learning terhadap hasil belajar siswa dengan hasil uji t yaitu thitung > ttabel = 2,051 > 2,016 sehingga H0 ditolak dan H1 diterima. (2) Hasil belajar kelas eksperimen mencapai Kriteria Ketuntasan Minimum yaitu 70,91. (3) Proses pembelajaran menggunakan model Guided Discovery Learning terlaksana sangat baik dengan persentase sebesar 98%. (4) Respon siswa menunjukkan sangat baik terhadap model pembelajaran Guided Discovery Learning dengan hasil sebesar 77,2 %.
Kata Kunci: hasil belajar, guided discovery learning, pembelajaran IPA","The aim in this research was to know the influence of science learning with Guided Discovery Learning model on students learning outcomes. This research was used quasi experimental with nonequevalent control group design. The sampling technique was used purposive sampling with students in VIII B as the experimental class and students in VIII C as the control class. The data analysis technique in this research was used independent sample t-test. The results of this research indicated that: (1) There was influence of Guided Discovery Learning model on student learning outcomes with t test result tcount > ttable = 2.051 > 2.016 so that H0 was rejected and H1 accepted. (2) The learning outcomes of the experimental class reached the Minimum Criterion of 70.91. (3) The learning implementation used the Guided Discovery Learning model performed very well with a percentage of 98%. (4) Student response showed very good toward Guided Discovery Learning model with result of 77,2%.
Keywords: learning outcomes, guided discovery learning, science learning","Yunin Hidayati, S.Si., M.Si","Wiwin Puspita Hadi, S.Si., M.Pd.",Pendidikan Ipa
130641100101,Anita Enia Urfi,Implementasi Model Pembelajaran Project Based Learning dengan Peer And Self Assessment Terhadap Kemampuan Literasi Sains Siswa,"Penelitian ini bertujuan untuk mengukur tingkat kemampuan literasi sains yang meliputi nominal, fungsional, dan konseptual/prosedural dalam pembelajaran IPA pada pokok bahasan getaran, gelombang, dan bunyi. Penelitian ini merupakan penelitian pre eksperimen dengan desain penelitian one shot case study yang dilaksanakan selama 3 pertemuan. Subjek dalam penelitian ini adalah siswa kelas VIII-A SMPN 1 Kamal yang berjumlah 36 siswa. Data utama kemampuan literasi sains siswa diperoleh dari penilaian peer and self assessment yang kemudian didukung dengan hasil tes tulis literasi sains. Hasil penelitian menunjukkan bahwa tingkat kemampuan literasi sains nominal siswa cukup dengan rincian skor 76% (peer assessment), 68% (self assessment), dan 64% (tes). Tingkat fungsional dengan kategori cukup dengan rincian skor 78% (peer assessment), 69% (self assessment), 78%(tes tulis). Tingkat konseptual/prosedural masuk kategori cukup dengan rincian 73% (peer assessment), 68% (self assessment), 81% (tes). Beradasarkan hasil penelitian tersebut, dapat disimpulkan bahwa tingkat model pembelajaran project based learning dapat melatihkan kemampuan literasi sains siswa.
Kata kunci: Literasi sains, Peer and self assessment, Project based learning.","The aim of this research is to measure level of scientific literacy ability which included nominal, functional, and conceptual/procedural in Natural Science learning with topic discussion are vibration, wave, and sound. This design research is pre experimental design (one shot case study ) conducted during three meeting. The subject of this research were students of class VIII-A SMP 1 Kamal amounting to 36 students. Main data of scientific literacy student’s ability measured by peer and self assessment and supported by the result of scientific literacy test. The result of this research shows that level of scientific literacy in nominal included enough categories with percentage score 76% (peer assessment), 69% (self assessment), and 64% (test). Functional level included enough category with percentage score 78% (peer assessment), 69% (self assessment), and 78% (test). Conceptual/procedural level included enough category with percentage score 73% (peer assessment), 68% (self assessment), 81% (test). Based on the result, it can be concluded that project based learning can be used to coach scientific literacy ability.
Key word: Peer and self assessment, Project based learning, Scientific literacy.","Mochammad Ahied S.Si., M.Si, ","Irsad Rosidi, S.Pd., M.Pd",Pendidikan Ipa
130641100120,Novi Prastiwi,PENGEMBANGAN MAJALAH IPA TERPADU TIPE WEBBED BERORIENTASI SCIENCE ENVIRONMENT TECHNOLOGY SOCIETY (SETS) TEMA BANJIR,"Penelitian dilakukan dengan mengembangkan suatu produk yaitu majalah IPA Terpadu tipe webbed berorientasi SETS (Science Environment Technology Society) tema banjir. Penelitian ini bertujuan untuk mengetahui kelayakan, respon siswa, dan keterbacaan majalah IPA Terpadu tipe webbed berorientasi SETS tema banjir. Model pengembangan yang digunakan adalah 4D Define (pendefinisian), Design (perancangan), Develop (pengembangan), Disseminate (penyebaran), tetapi pada penelitian hanya dibatasi sampai tahap develop (pengembangan) tanpa ada disseminate (penyebaran). Pengujian yang digunakan pada majalah IPA Terpadu adalah uji kelayakan, respon siswa, dan keterbacaan. Hasil rata-rata penilaian uji kelayakan pada aspek materi sebesar 74,74%, aspek media sebesar 84,49%, dan aspek bahasa sebesar 79,46%. Rata-rata gabungan dari ketiga aspek tersebut adalah 80,53%. Hasil rata-rata penilaian respon siswa sebesar 93,94%, dan keterbacaan sebesar 93,10%. Berdasarkan penilaian tersebut, majalah IPA Terpadu tipe webbed berorientasi SETS dinyatakan layak digunakan dalam kegiatan pembelajaran.
Kata kunci: banjir, majalah IPA terpadu, SETS, webbed.","This research developed a product, which was integrated science magazine with webbed type used Science Environment Technology Society (SETS) as the orientation and flood as the theme. The aims of the research were to knew the validity, students response, and the readable of the magazine. The develop model used 4D (Define Design Develop Disseminate) but in this study limited to develop without disseminate. Validity of integrated Science magazine, students response, and readable were already tested. The average result of validity in the material aspect 74,74%, media aspect 84,49%, and language aspect 79,46%. The average result of three aspect 80,53%. The average result for students response 93,94%, and the readable of the magazine 93,10%. To conclude, integrated Science magazine, which used webbed as the type and SETS as the orientation feasible to used in the learning activity.
Keywords: flood, integrated Science magazine, SETS, webbed.","Yunin Hidayati, S.Si., M.Si","Ana Yuniasti Retno Wulandari, S.Pd., M.Pd",Pendidikan Ipa
130641100009,Aden Toyyib,"PENGEMBANGAN LEMBAR KERJA SISWABERORIENTASI 
SOCIO SCIENCE ISSUES (SSI) PADA MATERI
 SISTEM REPRODUKSI","Penelitian ini merupakan penelitian pengembangan yang bertujuan untuk mengetahui kelayakan lembar kerja siswa berorientasi socio science issues pada materi sistem reproduksi. penelitian ini menggunakan model pengembangan 4D (Define Design Develop Desseminate). Pada penelitian ini akan dibatasi sampai develop (pengembangan). Pada tahap pengembangan, dalam penelitian menggunakan 2 tahap: 1) Pengembangan LKS dan 2) Uji coba LKS untuk mengetahui respon siswa dan tingkat keterbacaan LKS yang dikembangkan. Hasil analisis kelayakan produk menggunakan formula Aiken’s dengan rata-rata sebesar 0,78 (kategori sangat layak). Reliabilitas instrumen masuk dalam kategori reliable dengan nilai sebesar 89%. Keterbacaan dikategorikan sangat mudah sebesar 91,8%. Respon siswa masuk dalam kategori sangat baik dengan rata-rata persentase sebesar 86,90%.
Kata Kunci: Lembar kerja siswa, socio science issues, sistem reproduksi.","The research aims to know validity of socio science issue student worksheet on reproduction system material. This research uses 4D model’s intruktional design (Define Design Develop Desseminate). The phase of this  research have 2 phases: 1) student worksheet development 2) student worksheet test to knowing student response and Readability of LKS level that developed. The result analyzed of product validity used aiken’s formula with average is 0,78 (very feasible categorized). Reabillity of instrument entered in the reliable category with a value of 89%. Readability is categorized very easily by 91,8%. Student response fall into very good category with percentage average of 86, 90%

Key Word: Student Worksheet, Socio Science Issues, Reproduksi System","Yunin Hidayati,  S.Si., M.Si ","Irsad Rosidi, S.Pd., M.Pd ",Pendidikan Ipa
130641100014,ANITA,PENGEMBANGAN PERANGKAT PROBLEM BASED LEARNING BERORIENTASI CULTURAL DEVIANCE SOLUTION UNTUK MELATIH KARAKTER SISWA,,,"Laila Khamsatul Muharrami, S.Si., M.Si","Ana Yuniasti Retno Wulandari, S.Pd., M.Pd",Pendidikan Ipa
